date,product,region,sales_rep,quantity,unit_price,discount,total_amount
2023-05-30,Tablet,South,Grace,11,632.94,0.1,6266.106000000001
2023-05-30,Laptop,South,Bob,13,796.65,0.1,9320.804999999998
2023-05-31,Laptop,East,Grace,7,1060.85,0.1,6683.355
2023-05-31,Headphones,North,Alice,11,1176.72,0.2,10355.136
2023-05-31,Laptop,East,David,18,505.12,0.0,9092.16
2023-05-31,Phone,South,David,11,1120.03,0.0,12320.33
2023-05-31,Laptop,West,Frank,18,886.44,0.05,15158.124000000002
2023-06-01,Smartwatch,West,Alice,17,1368.3,0.2,18608.88
2023-06-01,Camera,West,Carol,11,521.67,0.2,4590.696
2023-06-01,Smartwatch,East,Grace,11,458.34,0.0,5041.74
2023-06-01,Smartwatch,West,Emma,4,1092.17,0.1,3931.8120000000004
2023-06-01,Camera,South,David,15,1438.57,0.05,20499.622499999998
2023-06-01,Tablet,North,Henry,4,272.85,0.2,873.1200000000001
2023-06-02,Camera,West,Henry,15,1330.23,0.05,18955.7775
2023-06-02,Tablet,South,Henry,2,1009.42,0.2,1615.0720000000001
2023-06-03,Phone,North,Carol,19,1462.01,0.2,22222.552
2023-06-03,Camera,West,Alice,13,531.36,0.1,6216.912
2023-06-03,Laptop,East,Carol,19,282.99,0.2,4301.448
2023-06-04,Phone,North,Henry,4,505.12,0.15,1717.408
2023-06-04,Laptop,West,Alice,3,887.82,0.0,2663.46
2023-06-05,Smartwatch,East,Alice,4,1140.98,0.05,4335.724
2023-06-06,Smartwatch,North,Frank,5,146.52,0.15,622.71
2023-06-07,Headphones,East,David,18,1234.61,0.0,22222.98
2023-06-07,Laptop,East,Frank,13,559.27,0.15,6179.9335
2023-06-07,Laptop,North,Frank,15,421.87,0.0,6328.05
2023-06-09,Smartwatch,West,David,6,591.51,0.1,3194.154
2023-06-09,Phone,West,David,10,1494.43,0.15,12702.655
2023-06-09,Laptop,East,Alice,10,934.06,0.15,7939.509999999998
2023-06-09,Camera,North,Grace,15,469.69,0.05,6693.0825
2023-06-09,Phone,West,David,12,1121.65,0.0,13459.800000000001
2023-06-09,Headphones,South,Carol,4,1059.43,0.15,3602.062
2023-06-09,Laptop,North,Carol,9,1155.34,0.1,9358.253999999999
2023-06-10,Phone,North,Emma,14,892.01,0.1,11239.326
2023-06-10,Headphones,East,David,6,1213.83,0.15,6190.532999999999
2023-06-10,Phone,South,Frank,18,1385.9,0.0,24946.2
2023-06-10,Smartwatch,East,Grace,12,563.69,0.1,6087.852000000001
2023-06-11,Phone,East,Frank,18,449.1,0.2,6467.040000000001
2023-06-11,Camera,South,Henry,6,1241.01,0.05,7073.757
2023-06-12,Tablet,East,Alice,18,335.15,0.2,4826.16
2023-06-12,Phone,North,David,9,199.73,0.15,1527.9344999999998
2023-06-12,Phone,West,Henry,1,64.91,0.1,58.419
2023-06-12,Camera,West,Carol,14,585.88,0.2,6561.856
2023-06-13,Headphones,North,Grace,13,130.63,0.1,1528.371
2023-06-13,Camera,North,Frank,6,1110.67,0.0,6664.02
2023-06-13,Phone,North,Carol,19,277.38,0.0,5270.22
2023-06-14,Phone,East,Alice,3,246.42,0.0,739.26
2023-06-14,Tablet,East,David,4,742.16,0.2,2374.912
2023-06-14,Tablet,South,Alice,13,106.52,0.05,1315.522
2023-06-15,Laptop,West,David,18,273.15,0.05,4670.865
2023-06-16,Tablet,West,Alice,11,822.13,0.0,9043.43
2023-06-16,Laptop,South,Grace,1,1402.2,0.15,1191.8700000000001
2023-06-17,Tablet,East,David,13,378.46,0.0,4919.98
2023-06-17,Smartwatch,East,David,12,164.46,0.1,1776.1680000000001
2023-06-18,Tablet,West,Frank,9,465.45,0.2,3351.2400000000002
2023-06-19,Phone,West,Carol,11,878.33,0.1,8695.467
2023-06-19,Laptop,East,Frank,18,432.89,0.1,7012.817999999999
2023-06-19,Camera,West,Emma,4,1283.33,0.2,4106.656
2023-06-19,Laptop,West,Carol,7,389.59,0.05,2590.7734999999993
2023-06-19,Phone,East,Alice,7,759.62,0.05,5051.473
2023-06-19,Headphones,South,Carol,7,940.26,0.2,5265.456
2023-06-20,Smartwatch,South,Henry,16,1366.37,0.05,20768.823999999997
2023-06-21,Tablet,North,Grace,18,1337.77,0.0,24079.86
2023-06-21,Laptop,North,Bob,8,1158.31,0.2,7413.184
2023-06-21,Headphones,East,Frank,3,1183.84,0.1,3196.3679999999995
2023-06-21,Phone,West,Henry,17,387.13,0.2,5264.968000000001
2023-06-22,Headphones,South,Carol,12,937.15,0.1,10121.22
2023-06-22,Smartwatch,North,Bob,4,708.29,0.2,2266.528
2023-06-22,Headphones,East,Grace,2,619.7,0.2,991.5200000000001
2023-06-22,Laptop,South,Alice,4,641.23,0.0,2564.92
2023-06-22,Headphones,North,Emma,12,1039.18,0.05,11846.652
2023-06-22,Headphones,South,Emma,19,420.24,0.0,7984.56
2023-06-23,Laptop,South,Alice,19,1053.42,0.1,18013.482000000004
2023-06-23,Laptop,North,Bob,2,656.98,0.05,1248.262
2023-06-24,Tablet,West,Henry,4,857.47,0.2,2743.9040000000005
2023-06-25,Phone,East,Carol,12,536.15,0.15,5468.73
2023-06-25,Camera,West,Bob,9,588.63,0.0,5297.67
2023-06-26,Headphones,East,Frank,19,312.72,0.0,5941.68
2023-06-26,Phone,West,Emma,19,1148.06,0.2,17450.512
2023-06-26,Phone,North,Carol,15,646.24,0.1,8724.24
2023-06-26,Headphones,South,David,10,1358.5,0.2,10868.0
2023-06-27,Tablet,South,Henry,12,1446.87,0.15,14758.073999999999
2023-06-27,Phone,North,Henry,17,1274.77,0.2,17336.872
2023-06-28,Smartwatch,South,Frank,11,889.27,0.0,9781.97
2023-06-28,Laptop,South,Henry,16,1074.06,0.1,15466.464
2023-06-29,Headphones,West,Bob,3,1133.26,0.15,2889.8129999999996
2023-06-29,Phone,West,David,15,389.92,0.15,4971.4800000000005
2023-06-29,Tablet,South,Henry,9,857.04,0.0,7713.36
2023-06-29,Tablet,West,Alice,12,411.06,0.0,4932.72
2023-06-29,Camera,North,David,12,1456.39,0.0,17476.68
2023-06-30,Tablet,West,Bob,16,274.64,0.2,3515.392
2023-06-30,Smartwatch,South,Henry,18,147.49,0.15,2256.597
2023-07-01,Tablet,West,Henry,5,489.76,0.2,1959.0400000000002
2023-07-02,Camera,West,Frank,4,546.06,0.1,1965.8159999999998
2023-07-02,Headphones,North,Emma,7,572.69,0.1,3607.9470000000006
2023-07-03,Headphones,West,Henry,19,276.49,0.05,4990.6445
2023-07-03,Headphones,North,Frank,8,955.69,0.2,6116.416000000001
2023-07-03,Tablet,West,Henry,5,330.48,0.2,1321.92
2023-07-04,Camera,South,David,8,394.34,0.15,2681.5119999999997
2023-07-05,Tablet,South,Grace,19,1257.75,0.1,21507.525
2023-07-05,Phone,North,Carol,17,254.77,0.0,4331.09
2023-07-05,Smartwatch,North,Frank,13,1121.36,0.2,11662.144
2023-07-06,Laptop,West,David,11,1241.65,0.0,13658.150000000001
2023-07-06,Laptop,North,Carol,13,219.05,0.05,2705.2675
2023-07-06,Camera,North,Grace,8,400.17,0.1,2881.224
2023-07-06,Smartwatch,North,Bob,13,545.76,0.2,5675.904
2023-07-06,Smartwatch,East,Henry,7,69.84,0.15,415.548
2023-07-07,Phone,South,Alice,3,488.51,0.2,1172.424
2023-07-07,Laptop,North,Alice,4,835.55,0.0,3342.2
2023-07-07,Phone,North,Emma,2,368.35,0.15,626.195
2023-07-08,Phone,South,Grace,9,789.29,0.0,7103.61
2023-07-08,Phone,North,Carol,11,935.29,0.0,10288.189999999999
2023-07-09,Camera,West,Alice,12,1052.03,0.2,10099.488000000001
2023-07-09,Phone,North,Emma,6,1329.71,0.05,7579.347
2023-07-09,Smartwatch,South,Grace,14,318.64,0.1,4014.864
2023-07-09,Camera,North,David,7,1009.58,0.0,7067.06
2023-07-09,Tablet,South,Henry,8,322.2,0.15,2190.96
2023-07-09,Tablet,South,Alice,7,943.64,0.1,5944.932
2023-07-10,Laptop,North,Alice,10,1098.99,0.2,8791.92
2023-07-10,Smartwatch,South,Carol,16,1215.52,0.05,18475.904
2023-07-10,Tablet,South,Frank,7,161.36,0.0,1129.52
2023-07-11,Headphones,West,Grace,18,1341.06,0.05,22932.125999999997
2023-07-11,Camera,South,Carol,3,1341.74,0.15,3421.4370000000004
2023-07-11,Headphones,West,Grace,8,358.05,0.2,2291.52
2023-07-11,Laptop,South,Alice,17,776.85,0.2,10565.160000000002
2023-07-11,Smartwatch,East,Bob,6,751.83,0.1,4059.8820000000005
2023-07-11,Tablet,South,Bob,1,1207.53,0.15,1026.4005
2023-07-11,Tablet,South,Alice,19,356.13,0.1,6089.823
2023-07-13,Laptop,West,Grace,6,1301.35,0.1,7027.29
2023-07-13,Phone,West,Bob,4,524.06,0.15,1781.8039999999999
2023-07-13,Smartwatch,West,Carol,8,570.85,0.15,3881.78
2023-07-14,Tablet,North,Carol,15,1467.06,0.15,18705.015
2023-07-14,Camera,South,Alice,2,1006.16,0.2,1609.856
2023-07-14,Smartwatch,South,David,19,724.26,0.05,13072.893
2023-07-15,Tablet,West,David,9,369.73,0.2,2662.0560000000005
2023-07-15,Headphones,East,Frank,17,1009.77,0.05,16307.7855
2023-07-16,Laptop,North,Alice,1,1009.49,0.2,807.5920000000001
2023-07-16,Camera,South,David,3,1106.14,0.2,2654.7360000000003
2023-07-17,Tablet,West,Carol,11,1075.73,0.2,9466.424
2023-07-17,Laptop,North,Emma,1,106.46,0.05,101.13699999999999
2023-07-17,Tablet,North,Grace,15,1180.74,0.15,15054.434999999998
2023-07-17,Smartwatch,South,Bob,6,1324.82,0.0,7948.92
2023-07-18,Camera,East,Henry,10,709.41,0.0,7094.099999999999
2023-07-20,Smartwatch,West,David,1,1009.44,0.1,908.4960000000001
2023-07-20,Phone,East,Alice,15,497.28,0.15,6340.32
2023-07-20,Smartwatch,South,Carol,14,1395.86,0.0,19542.039999999997
2023-07-21,Smartwatch,North,Frank,15,1272.82,0.1,17183.07
2023-07-21,Phone,North,Emma,19,385.64,0.15,6228.085999999999
2023-07-21,Tablet,East,Henry,15,1403.94,0.0,21059.100000000002
2023-07-21,Smartwatch,South,Carol,11,775.4,0.15,7249.99
2023-07-22,Camera,East,Frank,2,866.92,0.1,1560.456
2023-07-22,Headphones,East,Carol,1,633.92,0.2,507.13599999999997
2023-07-22,Camera,North,Carol,18,151.66,0.05,2593.386
2023-07-23,Laptop,East,David,17,600.64,0.15,8679.248
2023-07-24,Smartwatch,East,Henry,19,91.55,0.15,1478.5325
2023-07-24,Camera,North,David,10,398.77,0.0,3987.7
2023-07-25,Smartwatch,North,David,7,871.58,0.1,5490.954000000001
2023-07-25,Laptop,East,Alice,13,76.28,0.1,892.476
2023-07-26,Laptop,North,Grace,15,367.14,0.05,5231.744999999999
2023-07-26,Phone,East,Emma,14,1399.08,0.15,16649.052
2023-07-26,Camera,East,Grace,11,1150.14,0.05,12018.963
2023-07-27,Smartwatch,West,Emma,8,1119.27,0.05,8506.452
2023-07-27,Laptop,South,David,9,612.35,0.05,5235.592500000001
2023-07-27,Smartwatch,South,Emma,14,758.32,0.1,9554.832000000002
2023-07-31,Headphones,North,David,7,880.91,0.1,5549.733
2023-07-31,Phone,North,David,14,811.93,0.15,9661.966999999999
2023-07-31,Laptop,East,Alice,10,1065.89,0.15,9060.065
2023-08-01,Smartwatch,East,Frank,13,1004.33,0.15,11097.8465
2023-08-01,Smartwatch,West,David,18,159.76,0.0,2875.68
2023-08-02,Phone,North,Grace,8,1214.35,0.15,8257.58
2023-08-02,Laptop,West,Henry,19,1281.7,0.15,20699.454999999998
2023-08-02,Laptop,West,Emma,4,1469.77,0.2,4703.264
2023-08-03,Camera,South,Grace,19,286.05,0.05,5163.202499999999
2023-08-03,Tablet,East,Alice,5,315.99,0.05,1500.9524999999999
2023-08-03,Phone,East,Carol,5,1056.23,0.15,4488.9775
2023-08-03,Tablet,East,Bob,13,383.25,0.0,4982.25
2023-08-03,Tablet,North,Bob,5,300.16,0.0,1500.8000000000002
2023-08-04,Laptop,West,Frank,10,743.87,0.15,6322.8949999999995
2023-08-04,Tablet,South,Emma,4,146.37,0.15,497.658
2023-08-05,Smartwatch,West,David,19,749.09,0.05,13521.0745
2023-08-05,Camera,North,David,1,654.93,0.2,523.944
2023-08-05,Smartwatch,North,Frank,13,1322.16,0.1,15469.272000000003
2023-08-05,Headphones,South,Carol,11,223.84,0.0,2462.2400000000002
2023-08-05,Camera,North,Bob,3,679.07,0.2,1629.768
2023-08-05,Smartwatch,South,David,2,1361.32,0.1,2450.3759999999997
2023-08-06,Smartwatch,North,Emma,15,1212.1,0.2,14545.2
2023-08-06,Headphones,West,Bob,5,954.43,0.1,4294.9349999999995
2023-08-06,Phone,North,Alice,5,332.71,0.05,1580.3725
2023-08-06,Laptop,South,Bob,19,826.7,0.0,15707.300000000001
2023-08-06,Phone,North,Emma,1,476.4,0.0,476.4
2023-08-08,Phone,South,Grace,17,1458.17,0.1,22310.001
2023-08-08,Tablet,South,Carol,2,599.61,0.0,1199.22
2023-08-08,Tablet,West,Henry,4,238.03,0.0,952.12
2023-08-08,Smartwatch,South,Grace,1,82.52,0.1,74.268
2023-08-08,Smartwatch,South,Carol,10,306.5,0.15,2605.25
2023-08-08,Phone,East,David,17,521.56,0.0,8866.519999999999
2023-08-08,Phone,West,Henry,4,1100.67,0.05,4182.546
2023-08-09,Phone,East,Alice,1,873.56,0.2,698.848
2023-08-10,Smartwatch,East,David,5,667.88,0.1,3005.46
2023-08-10,Camera,West,Grace,17,1032.22,0.05,16670.353
2023-08-10,Headphones,East,David,6,505.05,0.2,2424.2400000000002
2023-08-11,Tablet,North,Alice,17,1002.69,0.15,14488.870499999999
2023-08-11,Phone,East,Alice,13,169.29,0.0,2200.77
2023-08-11,Phone,East,Alice,16,187.7,0.15,2552.72
2023-08-11,Tablet,South,Alice,10,97.04,0.0,970.4000000000001
2023-08-11,Camera,North,Bob,14,550.37,0.05,7319.921
2023-08-12,Laptop,South,Henry,18,224.56,0.1,3637.872
2023-08-12,Phone,South,Henry,1,870.96,0.15,740.316
2023-08-12,Laptop,South,David,9,443.87,0.15,3395.6054999999997
2023-08-12,Tablet,West,Frank,11,971.35,0.15,9082.1225
2023-08-13,Tablet,East,Grace,17,1142.53,0.1,17480.709
2023-08-13,Headphones,West,Carol,15,1016.93,0.15,12965.857499999998
2023-08-13,Smartwatch,North,Emma,13,178.16,0.1,2084.472
2023-08-13,Headphones,East,Emma,15,503.53,0.2,6042.360000000001
2023-08-14,Headphones,West,Frank,11,186.91,0.1,1850.4089999999999
2023-08-14,Camera,North,Henry,2,124.38,0.2,199.008
2023-08-14,Smartwatch,North,Bob,12,730.21,0.05,8324.394
2023-08-15,Phone,South,Grace,8,1449.69,0.05,11017.644
2023-08-15,Tablet,North,Carol,14,1249.59,0.2,13995.408
2023-08-15,Tablet,East,Bob,5,253.47,0.0,1267.35
2023-08-15,Smartwatch,North,Frank,9,172.62,0.05,1475.9009999999998
2023-08-15,Laptop,West,Henry,4,1012.11,0.1,3643.596
2023-08-16,Tablet,East,Carol,7,1274.11,0.05,8472.831499999998
2023-08-16,Headphones,South,David,14,51.61,0.05,686.4129999999999
2023-08-17,Tablet,North,David,6,613.65,0.2,2945.52
2023-08-17,Tablet,East,David,8,728.7,0.0,5829.6
2023-08-17,Laptop,West,Emma,4,992.19,0.2,3175.0080000000003
2023-08-17,Tablet,North,Grace,16,313.58,0.05,4766.415999999999
2023-08-17,Camera,North,Alice,5,188.27,0.1,847.215
2023-08-18,Smartwatch,East,Alice,19,1410.05,0.15,22772.3075
2023-08-18,Smartwatch,South,Henry,3,123.01,0.2,295.22400000000005
2023-08-19,Camera,East,Carol,9,1153.23,0.0,10379.07
2023-08-19,Laptop,East,Emma,17,737.19,0.05,11905.6185
2023-08-19,Headphones,South,David,11,1002.26,0.1,9922.374000000002
2023-08-19,Headphones,South,David,17,400.18,0.05,6462.907
2023-08-19,Camera,West,Carol,16,921.32,0.0,14741.12
2023-08-21,Smartwatch,North,Emma,12,355.24,0.1,3836.592
2023-08-21,Tablet,West,David,8,1265.32,0.0,10122.56
2023-08-21,Smartwatch,South,Frank,7,1325.03,0.2,7420.168
2023-08-21,Smartwatch,West,Carol,15,1180.3,0.0,17704.5
2023-08-21,Phone,East,Alice,1,95.17,0.1,85.653
2023-08-21,Tablet,South,Carol,9,1112.85,0.1,9014.085
2023-08-21,Phone,South,Emma,16,1275.06,0.1,18360.864
2023-08-21,Camera,South,Henry,1,1030.72,0.0,1030.72
2023-08-22,Phone,West,Carol,16,1351.98,0.0,21631.68
2023-08-23,Laptop,East,Carol,17,479.72,0.0,8155.240000000001
2023-08-23,Laptop,West,Grace,3,1247.79,0.05,3556.2014999999997
2023-08-24,Tablet,North,Bob,11,910.52,0.1,9014.148
2023-08-24,Tablet,South,Henry,11,123.33,0.05,1288.7984999999999
2023-08-24,Phone,North,Henry,11,931.24,0.2,8194.912
2023-08-25,Smartwatch,South,Grace,11,941.94,0.0,10361.34
2023-08-25,Headphones,West,Frank,17,1215.13,0.05,19624.3495
2023-08-25,Headphones,East,Henry,19,361.62,0.2,5496.624
2023-08-26,Camera,East,Henry,14,668.28,0.15,7952.532
2023-08-26,Phone,West,Alice,1,301.57,0.05,286.4915
2023-08-26,Tablet,North,Emma,4,1464.25,0.1,5271.3
2023-08-27,Laptop,East,Bob,9,1476.17,0.0,13285.53
2023-08-27,Camera,North,Carol,11,303.24,0.05,3168.858
2023-08-27,Laptop,West,David,19,1027.07,0.05,18538.613499999996
2023-08-27,Phone,South,Alice,17,1410.87,0.1,21586.310999999998
2023-08-27,Headphones,South,Henry,15,626.91,0.2,7522.92
2023-08-28,Tablet,South,Emma,3,614.38,0.2,1474.512
2023-08-28,Camera,South,Emma,2,106.94,0.0,213.88
2023-08-28,Smartwatch,South,David,2,1245.31,0.05,2366.089
2023-08-29,Laptop,East,Henry,9,1088.78,0.2,7839.216
2023-08-30,Phone,North,Grace,15,630.31,0.0,9454.65
2023-08-30,Phone,West,Carol,5,139.62,0.1,628.2900000000001
2023-08-30,Tablet,East,Bob,8,257.12,0.2,1645.5680000000002
2023-08-30,Headphones,South,Frank,2,1001.79,0.0,2003.58
2023-08-31,Camera,West,David,1,1006.29,0.2,805.032
2023-08-31,Smartwatch,South,Grace,6,845.87,0.05,4821.459
2023-09-01,Smartwatch,South,Carol,15,1059.82,0.2,12717.84
2023-09-03,Laptop,West,David,2,1339.8,0.05,2545.62
2023-09-03,Tablet,East,Bob,1,77.78,0.05,73.89099999999999
2023-09-04,Headphones,North,Carol,4,1263.82,0.15,4296.987999999999
2023-09-04,Headphones,West,Frank,6,1423.38,0.15,7259.238
2023-09-04,Headphones,South,Grace,4,1125.38,0.0,4501.52
2023-09-04,Tablet,North,Grace,8,573.56,0.0,4588.48
2023-09-04,Tablet,North,Carol,10,685.36,0.2,5482.880000000001
2023-09-04,Camera,West,Carol,14,173.33,0.15,2062.6270000000004
2023-09-06,Smartwatch,South,Bob,8,1147.72,0.2,7345.408
2023-09-06,Camera,North,Frank,6,276.66,0.15,1410.966
2023-09-06,Tablet,North,Frank,19,1152.23,0.2,17513.896
2023-09-06,Camera,North,Frank,7,1305.07,0.05,8678.7155
2023-09-07,Phone,South,Henry,19,839.09,0.0,15942.710000000001
2023-09-07,Smartwatch,West,Henry,9,611.62,0.0,5504.58
2023-09-07,Headphones,North,Grace,5,93.65,0.1,421.425
2023-09-08,Headphones,East,David,13,1185.78,0.05,14644.382999999998
2023-09-08,Laptop,North,Emma,12,1256.93,0.05,14329.001999999999
2023-09-09,Tablet,West,Henry,3,1289.71,0.0,3869.13
2023-09-09,Camera,East,David,16,614.64,0.15,8359.104
2023-09-09,Camera,East,David,4,1244.25,0.0,4977.0
2023-09-09,Smartwatch,South,Carol,5,623.13,0.05,2959.8675
2023-09-09,Phone,North,Henry,7,972.11,0.1,6124.293000000001
2023-09-09,Laptop,East,Emma,16,991.79,0.0,15868.64
2023-09-09,Laptop,North,Bob,5,1141.08,0.0,5705.4
2023-09-10,Smartwatch,East,Henry,19,553.9,0.2,8419.28
2023-09-10,Headphones,South,Grace,8,802.88,0.1,5780.736
2023-09-10,Headphones,East,Alice,18,956.73,0.2,13776.912
2023-09-10,Tablet,South,David,11,1396.51,0.2,12289.288
2023-09-10,Headphones,South,Grace,13,1468.61,0.0,19091.93
2023-09-10,Smartwatch,North,Alice,18,248.87,0.1,4031.694
2023-09-11,Headphones,North,David,11,663.84,0.2,5841.792000000001
2023-09-11,Phone,West,David,19,296.11,0.1,5063.481000000001
2023-09-11,Smartwatch,North,Grace,18,393.55,0.0,7083.900000000001
2023-09-12,Laptop,West,Emma,2,901.06,0.2,1441.696
2023-09-12,Camera,South,Emma,4,1341.09,0.15,4559.705999999999
2023-09-12,Tablet,South,Alice,1,377.81,0.05,358.91949999999997
2023-09-13,Smartwatch,West,Henry,3,782.99,0.05,2231.5215000000003
2023-09-13,Smartwatch,East,Carol,6,622.98,0.1,3364.092
2023-09-14,Laptop,North,Henry,6,1164.44,0.05,6637.308
2023-09-14,Tablet,South,David,5,1126.27,0.15,4786.6475
2023-09-14,Tablet,West,Emma,18,1403.15,0.05,23993.864999999998
2023-09-15,Smartwatch,South,Alice,8,1333.04,0.1,9597.888
2023-09-15,Tablet,South,Emma,6,171.15,0.15,872.865
2023-09-16,Tablet,East,Emma,19,1493.67,0.05,26960.7435
2023-09-16,Headphones,South,Grace,8,426.39,0.05,3240.564
2023-09-16,Phone,South,Emma,8,443.66,0.0,3549.28
2023-09-16,Tablet,West,Carol,10,369.65,0.1,3326.85
2023-09-16,Camera,South,David,8,84.38,0.2,540.032
2023-09-17,Headphones,West,Emma,5,895.72,0.05,4254.67
2023-09-17,Laptop,West,Bob,14,417.24,0.15,4965.156
2023-09-18,Smartwatch,South,Bob,12,1097.97,0.2,10540.512
2023-09-19,Laptop,South,Bob,2,366.4,0.2,586.24
2023-09-19,Tablet,West,Emma,7,383.49,0.2,2147.5440000000003
2023-09-20,Phone,West,Alice,14,276.5,0.2,3096.8
2023-09-21,Smartwatch,West,Grace,6,1453.71,0.05,8286.146999999999
2023-09-21,Phone,North,Emma,6,968.88,0.0,5813.28
2023-09-21,Camera,North,Frank,17,153.0,0.2,2080.8
2023-09-21,Smartwatch,North,Emma,4,786.32,0.0,3145.28
2023-09-21,Phone,West,Grace,15,176.17,0.0,2642.5499999999997
2023-09-21,Phone,South,Emma,13,334.81,0.1,3917.277
2023-09-22,Smartwatch,East,Grace,19,1400.75,0.1,23952.825
2023-09-22,Camera,North,Bob,2,1053.51,0.05,2001.6689999999999
2023-09-24,Headphones,East,Alice,11,952.99,0.15,8910.456499999998
2023-09-24,Headphones,East,Grace,2,1051.78,0.2,1682.848
2023-09-25,Headphones,North,Emma,17,593.35,0.0,10086.95
2023-09-25,Headphones,North,Henry,13,57.7,0.1,675.09
2023-09-25,Headphones,East,David,15,1498.39,0.2,17980.680000000004
2023-09-25,Smartwatch,South,Henry,13,1485.66,0.1,17382.222
2023-09-25,Smartwatch,East,Bob,10,317.72,0.1,2859.4800000000005
2023-09-26,Phone,West,Henry,16,1137.89,0.15,15475.304
2023-09-27,Tablet,North,Grace,10,753.39,0.2,6027.12
2023-09-28,Camera,West,Bob,10,704.38,0.0,7043.8
2023-09-28,Camera,West,Carol,6,593.09,0.0,3558.54
2023-09-28,Laptop,North,Grace,9,1295.21,0.1,10491.201
2023-09-28,Headphones,East,Emma,5,1441.8,0.1,6488.1
2023-09-29,Smartwatch,West,Carol,10,963.24,0.1,8669.16
2023-09-29,Laptop,East,David,15,1370.38,0.1,18500.13
2023-09-30,Laptop,West,Carol,9,426.75,0.05,3648.7124999999996
2023-09-30,Camera,South,Emma,13,830.13,0.0,10791.69
2023-09-30,Tablet,West,Carol,18,180.32,0.15,2758.8959999999997
2023-09-30,Laptop,West,Alice,8,764.59,0.1,5505.048000000001
2023-10-01,Smartwatch,South,Henry,17,217.32,0.05,3509.718
2023-10-01,Phone,North,Carol,16,479.1,0.2,6132.4800000000005
2023-10-02,Tablet,North,Emma,9,472.62,0.2,3402.864
2023-10-02,Phone,South,Alice,14,1055.46,0.1,13298.796
2023-10-02,Smartwatch,West,David,15,607.69,0.0,9115.35
2023-10-04,Phone,North,Alice,5,1106.96,0.05,5258.0599999999995
2023-10-04,Camera,South,Frank,2,1235.24,0.1,2223.4320000000002
2023-10-04,Laptop,South,Bob,3,400.23,0.0,1200.69
2023-10-04,Phone,East,David,11,1351.18,0.1,13376.682
2023-10-04,Headphones,West,Henry,19,439.42,0.1,7514.081999999999
2023-10-04,Headphones,South,Alice,16,669.86,0.0,10717.76
2023-10-05,Headphones,East,Bob,7,100.62,0.1,633.9060000000001
2023-10-06,Phone,West,Emma,10,1254.88,0.1,11293.920000000002
2023-10-06,Headphones,South,Grace,8,274.01,0.15,1863.2679999999998
2023-10-07,Tablet,West,Carol,13,510.45,0.1,5972.264999999999
2023-10-07,Laptop,West,Emma,10,263.04,0.1,2367.36
2023-10-07,Smartwatch,North,Alice,14,1486.48,0.1,18729.648
2023-10-07,Headphones,East,Bob,17,147.11,0.05,2375.8265
2023-10-07,Smartwatch,East,Alice,16,714.73,0.2,9148.544
2023-10-08,Smartwatch,East,Alice,9,757.36,0.1,6134.616
2023-10-08,Phone,North,Bob,3,1483.21,0.05,4227.1485
2023-10-09,Camera,West,Henry,4,416.89,0.05,1584.1819999999998
2023-10-09,Phone,South,Alice,18,546.96,0.2,7876.224000000001
2023-10-09,Smartwatch,West,Alice,8,495.46,0.1,3567.312
2023-10-10,Phone,West,Frank,15,416.64,0.0,6249.599999999999
2023-10-10,Phone,East,Alice,2,1366.93,0.15,2323.781
2023-10-10,Laptop,East,David,17,1063.48,0.05,17175.201999999997
2023-10-10,Headphones,East,Carol,4,656.31,0.2,2100.192
2023-10-10,Laptop,West,Grace,6,355.65,0.0,2133.8999999999996
2023-10-11,Phone,East,David,1,263.55,0.2,210.84000000000003
2023-10-11,Camera,North,Emma,18,440.79,0.2,6347.376
2023-10-11,Smartwatch,West,David,1,1240.42,0.2,992.3360000000001
2023-10-11,Smartwatch,South,Alice,11,444.32,0.2,3910.0159999999996
2023-10-12,Laptop,East,Bob,8,121.94,0.2,780.416
2023-10-12,Phone,South,Emma,5,618.27,0.0,3091.35
2023-10-12,Phone,North,Frank,4,1260.13,0.1,4536.468000000001
2023-10-13,Smartwatch,West,Emma,2,467.52,0.0,935.04
2023-10-13,Laptop,East,Carol,16,1422.8,0.1,20488.32
2023-10-13,Headphones,South,Emma,7,433.72,0.05,2884.238
2023-10-13,Smartwatch,West,Grace,13,818.41,0.2,8511.464
2023-10-13,Tablet,East,Henry,5,196.42,0.05,932.9949999999999
2023-10-15,Smartwatch,South,Frank,8,66.39,0.2,424.896
2023-10-15,Camera,East,Frank,9,882.72,0.0,7944.4800000000005
2023-10-15,Laptop,North,Bob,14,984.88,0.1,12409.488
2023-10-16,Camera,South,Emma,12,723.15,0.1,7810.0199999999995
2023-10-16,Smartwatch,South,Grace,18,199.98,0.05,3419.658
2023-10-16,Headphones,West,Emma,12,93.54,0.0,1122.48
2023-10-16,Tablet,North,Emma,15,925.12,0.05,13182.96
2023-10-16,Phone,North,Alice,14,1170.52,0.2,13109.824
2023-10-17,Tablet,North,David,12,1249.95,0.2,11999.520000000002
2023-10-17,Smartwatch,East,Frank,2,1174.1,0.05,2230.7899999999995
2023-10-19,Laptop,South,Frank,14,602.44,0.2,6747.328
2023-10-19,Headphones,East,Frank,16,450.09,0.2,5761.152
2023-10-20,Camera,South,Carol,3,1282.44,0.2,3077.856
2023-10-20,Tablet,North,Frank,19,1161.45,0.2,17654.04
